0.369342403741484,hhc
0.5195464857415,hhc
0.713287981741473,sd
1.03981859374147,hhc
1.1827664397415,hhc
1.36634920674152,kd
1.68417233574149,hhc
1.82639455774148,hhc
1.99981859374151,sd
2.30748299274148,hhc
2.44607709774152,hhc
2.64126984174152,kd
2.97360544174148,hhc
3.12453514774148,hhc
3.30158730174151,sd
3.62231292474149,hhc
3.75219954674151,hhc
3.92997732474151,kd
4.28263038574147,hhc
4.43501133774151,hhc
4.59537414974147,sd
4.91247165574151,hho
5.27092970474149,kd
5.59528344674152,hhc
5.74403628074151,hhc
5.93052154174148,sd
6.24471655374151,hhc
6.39129251674149,hhc
6.56761904774152,kd
6.86875283474149,hhc
7.03201814074151,hhc
7.19165532874149,sd
7.52544217674148,hhc
7.67492063474151,hhc
7.84907029474147,kd
8.18793650774148,hhc
8.3345124717415,hhc
8.52027210874149,sd
8.8293877547415,hhc
8.97378684774151,hhc
9.15083900274152,kd
9.45632653074148,hhc
9.59056689374148,hhc
9.76979591874152,sd
10.0709297047415,hho
10.4954195007415,kd
10.7493877547415,hho
11.1738775507415,kd
11.4423582767415,hho
11.7884807257415,kd
12.0598639457415,hho
12.4284807257415,sd
13.1221768707415,kd
13.3609070297415,hho
13.7324263037415,kd
13.9994557827415,hho
14.3651700677415,kd
14.6474376417415,hho
15.0320181407415,sd
15.7307936507415,kd
15.9811337867415,hho
16.3388662127415,kd
16.6058956917415,hho
16.9759637187415,kd
17.2567800457415,hho
17.6341043087415,kd
17.9301587297415,hho
18.2951473927415,kd
18.5730612247415,hho
18.9387755097415,sd
19.2377324267415,hho
19.6085260767415,kd
19.9118367347415,hho
20.2572335597415,sd
20.5453061227415,hho
21.0002721087415,kd
21.2259410427415,hho
21.5568253967415,sd
21.8136961447415,hho
22.2004535147415,kd
22.4965079367415,hho
22.8578684807415,sd
23.1495691607415,hho
23.6030838997415,kd
23.8432653057415,hho
24.1690702947415,sd
24.4825396827415,hho
24.8119727887415,kd
25.0775510207415,hho
25.4367346937415,sd
25.7712471657415,hhc
25.9243537417415,hhc
26.1347845807415,kd
26.7755102037415,sd
27.3980952377415,kd
27.7028571427415,kd
28.0388208617415,sd
28.3776870747415,hhc
28.5271655327415,hhc
28.7172789117415,kd
29.3834013607415,sd
29.8543310657415,kd
29.9972789117415,kd
30.3419501137415,kd
30.6728344667415,sd
31.0008163267415,hhc
31.1437641727415,hhc
31.3324263037415,kd
32.0159637187415,sd
32.5180952377415,kd
32.6574149657415,kd
32.9621768707415,kd
33.2640362807415,sd
33.6079818597415,hhc
33.7494784577415,hhc
33.9185487527415,hhc
34.2530612247415,hhc
34.5853968257415,hhc
34.6949659867415,hhc
34.8117913827415,hhc
34.9228117917415,hhc
35.0389115647415,hhc
35.1434013607415,hhc
35.2660317457415,hhc
35.5736961447415,hhc
